ORDER NUMBER,QUANTITY ORDERED,PRICE EACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,DEALSIZE
10176,27,$68.78,"$1,857.06",11/06/03,Shipped,4,11,2003,Classic Cars,57,S24_1444,Reggio Emilia,,42100,Italy,EMEA,Small
10184,31,$60.11,"$1,863.41",11/14/03,Shipped,4,11,2003,Classic Cars,57,S24_1444,Sevilla,,41101,Spain,EMEA,Small
10195,44,$66.47,"$2,924.68",11/25/03,Shipped,4,11,2003,Classic Cars,57,S24_1444,White Plains,NY,24067,USA,NA,Small
10207,49,$46.82,"$2,294.18",12/09/03,Shipped,4,12,2003,Classic Cars,57,S24_1444,Boston,MA,51003,USA,NA,Small
10220,26,$56.07,"$1,457.82",02/12/04,Shipped,1,2,2004,Classic Cars,57,S24_1444,Dublin,,2,Ireland,EMEA,Small
10230,36,$54.33,"$1,955.88",03/15/04,Shipped,1,3,2004,Classic Cars,57,S24_1444,Frankfurt,,60528,Germany,EMEA,Small
10246,44,$52.60,"$2,314.40",05/05/04,Shipped,2,5,2004,Classic Cars,57,S24_1444,Madrid,,28034,Spain,EMEA,Small
10259,28,$46.82,"$1,310.96",06/15/04,Shipped,2,6,2004,Classic Cars,57,S24_1444,Singapore,,69045,Singapore,APAC,Small
10271,45,$64.74,"$2,913.30",07/20/04,Shipped,3,7,2004,Classic Cars,57,S24_1444,San Rafael,CA,97562,USA,NA,Small
10282,29,$46.82,"$1,357.78",08/20/04,Shipped,3,8,2004,Classic Cars,57,S24_1444,San Rafael,CA,97562,USA,NA,Small
10292,40,$53.75,"$2,150.00",09/08/04,Shipped,3,9,2004,Classic Cars,57,S24_1444,NYC,NY,10022,USA,NA,Small
10305,45,$61.85,"$2,783.25",10/13/04,Shipped,4,10,2004,Classic Cars,57,S24_1444,Cambridge,MA,51247,USA,NA,Small
10314,44,$53.18,"$2,339.92",10/22/04,Shipped,4,10,2004,Classic Cars,57,S24_1444,Aaarhus,,8200,Denmark,EMEA,Small
10324,25,$69.16,"$1,729.00",11/05/04,Shipped,4,11,2004,Classic Cars,57,S24_1444,NYC,NY,10022,USA,NA,Small
10336,45,$100.00,"$5,972.40",11/20/04,Shipped,4,11,2004,Classic Cars,57,S24_1444,Paris,,75012,France,EMEA,Medium
10349,48,$47.40,"$2,275.20",12/01/04,Shipped,4,12,2004,Classic Cars,57,S24_1444,NYC,NY,10022,USA,NA,Small
10358,44,$60.76,"$2,673.44",12/10/04,Shipped,4,12,2004,Classic Cars,57,S24_1444,Madrid,,28034,Spain,EMEA,Small
10371,25,$97.27,"$2,431.75",01/23/05,Shipped,1,1,2005,Classic Cars,57,S24_1444,San Rafael,CA,97562,USA,NA,Small
10383,22,$91.76,"$2,018.72",02/22/05,Shipped,1,2,2005,Classic Cars,57,S24_1444,Madrid,,28034,Spain,EMEA,Small
10394,31,$50.29,"$1,558.99",03/15/05,Shipped,1,3,2005,Classic Cars,57,S24_1444,Madrid,,28034,Spain,EMEA,Small
10412,21,$52.60,"$1,104.60",05/03/05,Shipped,2,5,2005,Classic Cars,57,S24_1444,Madrid,,28034,Spain,EMEA,Small
10425,55,$46.82,"$2,575.10",05/31/05,In Process,2,5,2005,Classic Cars,57,S24_1444,Nantes,,44000,France,EMEA,Small
10107,25,$100.00,"$2,845.75",02/24/03,Shipped,1,2,2003,Motorcycles,112,S24_1578,NYC,NY,10022,USA,NA,Small
10120,35,$98.05,"$3,431.75",04/29/03,Shipped,2,4,2003,Motorcycles,112,S24_1578,Melbourne,Victoria,3004,Australia,APAC,Medium
10134,35,$93.54,"$3,273.90",07/01/03,Shipped,3,7,2003,Motorcycles,112,S24_1578,Paris,,75508,France,EMEA,Medium
10145,43,$95.80,"$4,119.40",08/25/03,Shipped,3,8,2003,Motorcycles,112,S24_1578,Pasadena,CA,90003,USA,NA,Medium
10159,44,$100.00,"$5,355.68",10/10/03,Shipped,4,10,2003,Motorcycles,112,S24_1578,San Francisco,CA,,USA,NA,Medium
10168,50,$100.00,"$5,747.50",10/28/03,Shipped,4,10,2003,Motorcycles,112,S24_1578,Burlingame,CA,94217,USA,NA,Medium
10180,48,$100.00,"$5,355.36",11/11/03,Shipped,4,11,2003,Motorcycles,112,S24_1578,Lille,,59000,France,EMEA,Medium
10188,25,$100.00,"$2,535.75",11/18/03,Shipped,4,11,2003,Motorcycles,112,S24_1578,Bergen,,N 5804,Norway,EMEA,Small
10201,39,$100.00,"$4,351.23",12/01/03,Shipped,4,12,2003,Motorcycles,112,S24_1578,San Francisco,CA,,USA,NA,Medium
10211,25,$90.16,"$2,254.00",01/15/04,Shipped,1,1,2004,Motorcycles,112,S24_1578,Paris,,75016,France,EMEA,Small
10223,32,$91.29,"$2,921.28",02/20/04,Shipped,1,2,2004,Motorcycles,112,S24_1578,Melbourne,Victoria,3004,Australia,APAC,Small
10237,20,$100.00,"$2,299.00",04/05/04,Shipped,2,4,2004,Motorcycles,112,S24_1578,NYC,NY,10022,USA,NA,Small
10251,26,$100.00,"$2,637.18",05/18/04,Shipped,2,5,2004,Motorcycles,112,S24_1578,Newark,NJ,94019,USA,NA,Small
10263,42,$100.00,"$4,307.52",06/28/04,Shipped,2,6,2004,Motorcycles,112,S24_1578,Bridgewater,CT,97562,USA,NA,Medium
10275,21,$100.00,"$2,153.76",07/23/04,Shipped,3,7,2004,Motorcycles,112,S24_1578,Nantes,,44000,France,EMEA,Small
10285,34,$100.00,"$3,716.88",08/27/04,Shipped,3,8,2004,Motorcycles,112,S24_1578,Cambridge,MA,51247,USA,NA,Medium
10299,47,$100.00,"$5,455.76",09/30/04,Shipped,3,9,2004,Motorcycles,112,S24_1578,Helsinki,,21240,Finland,EMEA,Medium
10309,21,$100.00,"$2,650.62",10/15/04,Shipped,4,10,2004,Motorcycles,112,S24_1578,Stavern,,4110,Norway,EMEA,Small
10318,48,$100.00,"$6,437.28",11/02/04,Shipped,4,11,2004,Motorcycles,112,S24_1578,Allentown,PA,70267,USA,NA,Medium
10329,30,$87.78,"$2,633.40",11/15/04,Shipped,4,11,2004,Motorcycles,112,S24_1578,NYC,NY,10022,USA,NA,Small
10339,27,$84.39,"$2,278.53",11/23/04,Shipped,4,11,2004,Motorcycles,112,S24_1578,Minato-ku,Tokyo,106-0032,Japan,Japan,Small
10362,50,$96.92,"$4,846.00",01/05/05,Shipped,1,1,2005,Motorcycles,112,S24_1578,Burlingame,CA,94217,USA,NA,Medium
10374,38,$100.00,"$4,197.10",02/02/05,Shipped,1,2,2005,Motorcycles,112,S24_1578,South Brisbane,Queensland,4101,Australia,APAC,Medium
10389,45,$100.00,"$4,597.65",03/03/05,Shipped,1,3,2005,Motorcycles,112,S24_1578,Boras,,S-844 67,Sweden,EMEA,Medium
10403,46,$100.00,"$5,287.70",04/08/05,Shipped,2,4,2005,Motorcycles,112,S24_1578,Liverpool,,WX1 6LT,UK,EMEA,Medium
10417,35,$100.00,"$3,550.05",05/13/05,Disputed,2,5,2005,Motorcycles,112,S24_1578,Madrid,,28034,Spain,EMEA,Medium
10110,29,$59.37,"$1,721.73",03/18/03,Shipped,1,3,2003,Classic Cars,50,S24_1628,Manchester,,EC2 5NT,UK,EMEA,Small
10123,50,$59.87,"$2,993.50",05/20/03,Shipped,2,5,2003,Classic Cars,50,S24_1628,Nantes,,44000,France,EMEA,Small
10137,26,$49.81,"$1,295.06",07/10/03,Shipped,3,7,2003,Classic Cars,50,S24_1628,Reims,,51100,France,EMEA,Small
10148,47,$56.85,"$2,671.95",09/11/03,Shipped,3,9,2003,Classic Cars,50,S24_1628,North Sydney,NSW,2060,Australia,APAC,Small
10161,23,$53.33,"$1,226.59",10/17/03,Shipped,4,10,2003,Classic Cars,50,S24_1628,Aaarhus,,8200,Denmark,EMEA,Small
10172,34,$42.76,"$1,453.84",11/05/03,Shipped,4,11,2003,Classic Cars,50,S24_1628,Bridgewater,CT,97562,USA,NA,Small
10181,34,$53.83,"$1,830.22",11/12/03,Shipped,4,11,2003,Classic Cars,50,S24_1628,Bergen,,N 5804,Norway,EMEA,Small
10192,47,$53.83,"$2,530.01",11/20/03,Shipped,4,11,2003,Classic Cars,50,S24_1628,Nashua,NH,62005,USA,NA,Small
10204,45,$49.81,"$2,241.45",12/02/03,Shipped,4,12,2003,Classic Cars,50,S24_1628,NYC,NY,10022,USA,NA,Small
10212,45,$53.33,"$2,399.85",01/16/04,Shipped,1,1,2004,Classic Cars,50,S24_1628,Madrid,,28034,Spain,EMEA,Small
10226,36,$43.27,"$1,557.72",02/26/04,Shipped,1,2,2004,Classic Cars,50,S24_1628,San Diego,CA,91217,USA,NA,Small
10241,21,$40.25,$845.25,04/13/04,Shipped,2,4,2004,Classic Cars,50,S24_1628,Strasbourg,,67000,France,EMEA,Small
10266,28,$48.30,"$1,352.40",07/06/04,Shipped,3,7,2004,Classic Cars,50,S24_1628,Reggio Emilia,,42100,Italy,EMEA,Small
10278,35,$45.28,"$1,584.80",08/06/04,Shipped,3,8,2004,Classic Cars,50,S24_1628,Las Vegas,NV,83030,USA,NA,Small
10288,50,$52.32,"$2,616.00",09/01/04,Shipped,3,9,2004,Classic Cars,50,S24_1628,Singapore,,69045,Singapore,APAC,Small
10301,22,$51.32,"$1,129.04",10/05/03,Shipped,4,10,2003,Classic Cars,50,S24_1628,Oslo,,N 0106,Norway,EMEA,Small
10311,45,$49.30,"$2,218.50",10/16/04,Shipped,4,10,2004,Classic Cars,50,S24_1628,Madrid,,28034,Spain,EMEA,Small
10321,48,$42.26,"$2,028.48",11/04/04,Shipped,4,11,2004,Classic Cars,50,S24_1628,New Bedford,MA,50553,USA,NA,Small
10332,20,$87.96,"$1,759.20",11/17/04,Shipped,4,11,2004,Classic Cars,50,S24_1628,Manchester,,EC2 5NT,UK,EMEA,Small
10343,27,$36.21,$977.67,11/24/04,Shipped,4,11,2004,Classic Cars,50,S24_1628,Reims,,51100,France,EMEA,Small
10367,38,$38.50,"$1,463.00",01/12/05,Resolved,1,1,2005,Classic Cars,50,S24_1628,Pasadena,CA,90003,USA,NA,Small
10379,32,$100.00,"$3,970.56",02/10/05,Shipped,1,2,2005,Classic Cars,50,S24_1628,Madrid,,28034,Spain,EMEA,Medium
10407,64,$40.25,"$2,576.00",04/22/05,On Hold,2,4,2005,Classic Cars,50,S24_1628,San Jose,CA,94217,USA,NA,Small
10420,37,$60.37,"$2,233.69",05/29/05,In Process,2,5,2005,Classic Cars,50,S24_1628,Chatswood,NSW,2067,Australia,APAC,Small
10106,28,$88.63,"$2,481.64",02/17/03,Shipped,1,2,2003,Planes,109,S24_1785,Bergamo,,24100,Italy,EMEA,Small
10120,39,$100.00,"$4,651.53",04/29/03,Shipped,2,4,2003,Planes,109,S24_1785,Melbourne,Victoria,3004,Australia,APAC,Medium
10133,41,$94.10,"$3,858.10",06/27/03,Shipped,2,6,2003,Planes,109,S24_1785,Madrid,,28034,Spain,EMEA,Medium
10145,40,$87.54,"$3,501.60",08/25/03,Shipped,3,8,2003,Planes,109,S24_1785,Pasadena,CA,90003,USA,NA,Medium
10168,49,$100.00,"$6,433.70",10/28/03,Shipped,4,10,2003,Planes,109,S24_1785,Burlingame,CA,94217,USA,NA,Medium
10210,27,$98.48,"$2,658.96",01/12/04,Shipped,1,1,2004,Planes,109,S24_1785,Osaka,Osaka,530-0003,Japan,Japan,Small
10223,34,$100.00,"$3,608.76",02/20/04,Shipped,1,2,2004,Planes,109,S24_1785,Melbourne,Victoria,3004,Australia,APAC,Medium
10235,23,$96.29,"$2,214.67",04/02/04,Shipped,2,4,2004,Planes,109,S24_1785,Tsawassen,BC,T2F 8M4,Canada,NA,Small
10250,31,$88.63,"$2,747.53",05/11/04,Shipped,2,5,2004,Planes,109,S24_1785,San Jose,CA,94217,USA,NA,Small
10262,34,$97.38,"$3,310.92",06/24/04,Cancelled,2,6,2004,Planes,109,S24_1785,Madrid,,28034,Spain,EMEA,Medium
10275,25,$95.20,"$2,380.00",07/23/04,Shipped,3,7,2004,Planes,109,S24_1785,Nantes,,44000,France,EMEA,Small
10284,22,$100.00,"$2,310.88",08/21/04,Shipped,3,8,2004,Planes,109,S24_1785,Oslo,,N 0106,Norway,EMEA,Small
10297,32,$100.00,"$4,061.76",09/16/04,Shipped,3,9,2004,Planes,109,S24_1785,Dublin,,2,Ireland,EMEA,Medium
10308,31,$100.00,"$3,493.70",10/15/04,Shipped,4,10,2004,Planes,109,S24_1785,White Plains,NY,24067,USA,NA,Medium
10316,25,$100.00,"$2,872.25",11/01/04,Shipped,4,11,2004,Planes,109,S24_1785,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Small
10328,47,$87.54,"$4,114.38",11/12/04,Shipped,4,11,2004,Planes,109,S24_1785,Bergamo,,24100,Italy,EMEA,Medium
10339,21,$50.65,"$1,063.65",11/23/04,Shipped,4,11,2004,Planes,109,S24_1785,Minato-ku,Tokyo,106-0032,Japan,Japan,Small
10353,28,$71.73,"$2,008.44",12/04/04,Shipped,4,12,2004,Planes,109,S24_1785,Glendale,CT,97561,USA,NA,Small
10374,46,$94.10,"$4,328.60",02/02/05,Shipped,1,2,2005,Planes,109,S24_1785,South Brisbane,Queensland,4101,Australia,APAC,Medium
10386,33,$41.71,"$1,376.43",03/01/05,Resolved,1,3,2005,Planes,109,S24_1785,Madrid,,28034,Spain,EMEA,Small
10398,43,$100.00,"$5,552.16",03/30/05,Shipped,1,3,2005,Planes,109,S24_1785,Reims,,51100,France,EMEA,Medium
10401,38,$96.29,"$3,659.02",04/03/05,On Hold,2,4,2005,Planes,109,S24_1785,Newark,NJ,94019,USA,NA,Medium
10416,47,$88.63,"$4,165.61",05/10/05,Shipped,2,5,2005,Planes,109,S24_1785,Reggio Emilia,,42100,Italy,EMEA,Medium
10101,45,$31.20,"$1,404.00",01/09/03,Shipped,1,1,2003,Vintage Cars,33,S24_1937,Frankfurt,,60528,Germany,EMEA,Small
10110,20,$35.51,$710.20,03/18/03,Shipped,1,3,2003,Vintage Cars,33,S24_1937,Manchester,,EC2 5NT,UK,EMEA,Small
10124,45,$37.84,"$1,702.80",05/21/03,Shipped,2,5,2003,Vintage Cars,33,S24_1937,Las Vegas,NV,83030,USA,NA,Small
10149,36,$33.19,"$1,194.84",09/12/03,Shipped,3,9,2003,Vintage Cars,33,S24_1937,Brisbane,CA,94217,USA,NA,Small
10162,37,$27.22,"$1,007.14",10/18/03,Shipped,4,10,2003,Vintage Cars,33,S24_1937,San Francisco,CA,,USA,NA,Small
10173,31,$31.53,$977.43,11/05/03,Shipped,4,11,2003,Vintage Cars,33,S24_1937,Bergamo,,24100,Italy,EMEA,Small
10182,39,$36.84,"$1,436.76",11/12/03,Shipped,4,11,2003,Vintage Cars,33,S24_1937,San Rafael,CA,97562,USA,NA,Small
10193,26,$29.21,$759.46,11/21/03,Shipped,4,11,2003,Vintage Cars,33,S24_1937,Glen Waverly,Victoria,3150,Australia,APAC,Small
10205,32,$37.17,"$1,189.44",12/03/03,Shipped,4,12,2003,Vintage Cars,33,S24_1937,Madrid,,28034,Spain,EMEA,Small
10214,20,$34.19,$683.80,01/26/04,Shipped,1,1,2004,Vintage Cars,33,S24_1937,Madrid,,28023,Spain,EMEA,Small
10227,42,$29.21,"$1,226.82",03/02/04,Shipped,1,3,2004,Vintage Cars,33,S24_1937,Lyon,,69004,France,EMEA,Small
10243,33,$29.54,$974.82,04/26/04,Shipped,2,4,2004,Vintage Cars,33,S24_1937,Boston,MA,51003,USA,NA,Small
10280,20,$28.88,$577.60,08/17/04,Shipped,3,8,2004,Vintage Cars,33,S24_1937,Torino,,10100,Italy,EMEA,Small
10288,29,$38.17,"$1,106.93",09/01/04,Shipped,3,9,2004,Vintage Cars,33,S24_1937,Singapore,,69045,Singapore,APAC,Small
10304,23,$30.20,$694.60,10/11/04,Shipped,4,10,2004,Vintage Cars,33,S24_1937,Versailles,,78000,France,EMEA,Small
10312,39,$29.54,"$1,152.06",10/21/04,Shipped,4,10,2004,Vintage Cars,33,S24_1937,San Rafael,CA,97562,USA,NA,Small
10322,20,$100.00,"$2,624.00",11/04/04,Shipped,4,11,2004,Vintage Cars,33,S24_1937,Nashua,NH,62005,USA,NA,Small
10332,45,$81.91,"$3,685.95",11/17/04,Shipped,4,11,2004,Vintage Cars,33,S24_1937,Manchester,,EC2 5NT,UK,EMEA,Medium
10344,20,$35.18,$703.60,11/25/04,Shipped,4,11,2004,Vintage Cars,33,S24_1937,Marseille,,13008,France,EMEA,Small
10356,48,$100.00,"$9,720.00",12/09/04,Shipped,4,12,2004,Vintage Cars,33,S24_1937,Paris,,75508,France,EMEA,Large
10367,23,$36.29,$834.67,01/12/05,Resolved,1,1,2005,Vintage Cars,33,S24_1937,Pasadena,CA,90003,USA,NA,Small
10380,32,$70.56,"$2,257.92",02/16/05,Shipped,1,2,2005,Vintage Cars,33,S24_1937,Madrid,,28034,Spain,EMEA,Small
10391,33,$100.00,"$8,344.71",03/09/05,Shipped,1,3,2005,Vintage Cars,33,S24_1937,North Sydney,NSW,2060,Australia,APAC,Large
10409,61,$29.54,"$1,801.94",04/23/05,Shipped,2,4,2005,Vintage Cars,33,S24_1937,Singapore,,69045,Singapore,APAC,Small
10420,45,$26.88,"$1,209.60",05/29/05,In Process,2,5,2005,Vintage Cars,33,S24_1937,Chatswood,NSW,2067,Australia,APAC,Small
10107,38,$83.03,"$3,155.14",02/24/03,Shipped,1,2,2003,Motorcycles,76,S24_2000,NYC,NY,10022,USA,NA,Medium
10120,34,$83.79,"$2,848.86",04/29/03,Shipped,2,4,2003,Motorcycles,76,S24_2000,Melbourne,Victoria,3004,Australia,APAC,Small
10134,43,$83.03,"$3,570.29",07/01/03,Shipped,3,7,2003,Motorcycles,76,S24_2000,Paris,,75508,France,EMEA,Medium
10145,47,$83.03,"$3,902.41",08/25/03,Shipped,3,8,2003,Motorcycles,76,S24_2000,Pasadena,CA,90003,USA,NA,Medium
10158,22,$67.03,"$1,474.66",10/10/03,Shipped,4,10,2003,Motorcycles,76,S24_2000,Stavern,,4110,Norway,EMEA,Small
10168,29,$75.41,"$2,186.89",10/28/03,Shipped,4,10,2003,Motorcycles,76,S24_2000,Burlingame,CA,94217,USA,NA,Small
10180,28,$68.55,"$1,919.40",11/11/03,Shipped,4,11,2003,Motorcycles,76,S24_2000,Lille,,59000,France,EMEA,Small
10188,40,$91.40,"$3,656.00",11/18/03,Shipped,4,11,2003,Motorcycles,76,S24_2000,Bergen,,N 5804,Norway,EMEA,Medium
10201,25,$73.88,"$1,847.00",12/01/03,Shipped,4,12,2003,Motorcycles,76,S24_2000,San Francisco,CA,,USA,NA,Small
10210,30,$61.70,"$1,851.00",01/12/04,Shipped,1,1,2004,Motorcycles,76,S24_2000,Osaka,Osaka,530-0003,Japan,Japan,Small
10223,38,$69.31,"$2,633.78",02/20/04,Shipped,1,2,2004,Motorcycles,76,S24_2000,Melbourne,Victoria,3004,Australia,APAC,Small
10236,36,$87.60,"$3,153.60",04/03/04,Shipped,2,4,2004,Motorcycles,76,S24_2000,Philadelphia,PA,71270,USA,NA,Medium
10250,32,$87.60,"$2,803.20",05/11/04,Shipped,2,5,2004,Motorcycles,76,S24_2000,San Jose,CA,94217,USA,NA,Small
10263,37,$62.46,"$2,311.02",06/28/04,Shipped,2,6,2004,Motorcycles,76,S24_2000,Bridgewater,CT,97562,USA,NA,Small
10275,30,$79.98,"$2,399.40",07/23/04,Shipped,3,7,2004,Motorcycles,76,S24_2000,Nantes,,44000,France,EMEA,Small
10285,39,$70.08,"$2,733.12",08/27/04,Shipped,3,8,2004,Motorcycles,76,S24_2000,Cambridge,MA,51247,USA,NA,Small
10297,32,$65.51,"$2,096.32",09/16/04,Shipped,3,9,2004,Motorcycles,76,S24_2000,Dublin,,2,Ireland,EMEA,Small
10308,47,$63.22,"$2,971.34",10/15/04,Shipped,4,10,2004,Motorcycles,76,S24_2000,White Plains,NY,24067,USA,NA,Small
10318,26,$86.83,"$2,257.58",11/02/04,Shipped,4,11,2004,Motorcycles,76,S24_2000,Allentown,PA,70267,USA,NA,Small
10329,37,$94.43,"$3,493.91",11/15/04,Shipped,4,11,2004,Motorcycles,76,S24_2000,NYC,NY,10022,USA,NA,Medium
10340,55,$79.98,"$4,398.90",11/24/04,Shipped,4,11,2004,Motorcycles,76,S24_2000,Barcelona,,8022,Spain,EMEA,Medium
10363,21,$100.00,"$3,595.62",01/06/05,Shipped,1,1,2005,Motorcycles,76,S24_2000,Espoo,,FIN-02271,Finland,EMEA,Medium
10375,23,$100.00,"$2,443.29",02/03/05,Shipped,1,2,2005,Motorcycles,76,S24_2000,Nantes,,44000,France,EMEA,Small
10389,49,$81.40,"$3,988.60",03/03/05,Shipped,1,3,2005,Motorcycles,76,S24_2000,Boras,,S-844 67,Sweden,EMEA,Medium
10402,59,$87.60,"$5,168.40",04/07/05,Shipped,2,4,2005,Motorcycles,76,S24_2000,Paris,,75016,France,EMEA,Medium
10416,32,$87.60,"$2,803.20",05/10/05,Shipped,2,5,2005,Motorcycles,76,S24_2000,Reggio Emilia,,42100,Italy,EMEA,Small
10105,43,$100.00,"$6,341.21",02/11/03,Shipped,1,2,2003,Ships,122,S24_2011,Kobenhavn,,1734,Denmark,EMEA,Medium
10117,41,$100.00,"$5,189.78",04/16/03,Shipped,2,4,2003,Ships,122,S24_2011,Singapore,,79903,Singapore,Japan,Medium
10129,45,$100.00,"$6,027.75",06/12/03,Shipped,2,6,2003,Ships,122,S24_2011,London,,WX3 6FW,UK,EMEA,Medium
10142,33,$100.00,"$3,366.00",08/08/03,Shipped,3,8,2003,Ships,122,S24_2011,San Rafael,CA,97562,USA,NA,Medium
10153,40,$100.00,"$5,456.40",09/28/03,Shipped,3,9,2003,Ships,122,S24_2011,Madrid,,28034,Spain,EMEA,Medium
10167,33,$100.00,"$3,812.16",10/23/03,Cancelled,4,10,2003,Ships,122,S24_2011,Boras,,S-844 67,Sweden,EMEA,Medium
10177,50,$100.00,"$6,083.00",11/07/03,Shipped,4,11,2003,Ships,122,S24_2011,Madrid,,28023,Spain,EMEA,Medium
10185,30,$100.00,"$3,170.70",11/14/03,Shipped,4,11,2003,Ships,122,S24_2011,New Bedford,MA,50553,USA,NA,Medium
10197,41,$100.00,"$4,534.60",11/26/03,Shipped,4,11,2003,Ships,122,S24_2011,Barcelona,,8022,Spain,EMEA,Medium
10208,35,$100.00,"$4,301.15",01/02/04,Shipped,1,1,2004,Ships,122,S24_2011,Lyon,,69004,France,EMEA,Medium
10221,49,$100.00,"$6,804.63",02/18/04,Shipped,1,2,2004,Ships,122,S24_2011,Bruxelles,,B-1180,Belgium,EMEA,Medium
10232,46,$100.00,"$5,652.94",03/20/04,Shipped,1,3,2004,Ships,122,S24_2011,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Medium
10248,48,$100.00,"$6,960.48",05/07/04,Cancelled,2,5,2004,Ships,122,S24_2011,NYC,NY,10022,USA,NA,Medium
10261,36,$100.00,"$4,512.60",06/17/04,Shipped,2,6,2004,Ships,122,S24_2011,Montreal,Quebec,H1J 1C3,Canada,NA,Medium
10273,22,$100.00,"$2,784.76",07/21/04,Shipped,3,7,2004,Ships,122,S24_2011,Bruxelles,,B-1180,Belgium,EMEA,Small
10283,42,$100.00,"$5,316.36",08/20/04,Shipped,3,8,2004,Ships,122,S24_2011,Tsawassen,BC,T2F 8M4,Canada,NA,Medium
10293,21,$100.00,"$2,941.89",09/09/04,Shipped,3,9,2004,Ships,122,S24_2011,Torino,,10100,Italy,EMEA,Small
10306,29,$100.00,"$3,207.40",10/14/04,Shipped,4,10,2004,Ships,122,S24_2011,Manchester,,EC2 5NT,UK,EMEA,Medium
10315,35,$100.00,"$4,215.05",10/29/04,Shipped,4,10,2004,Ships,122,S24_2011,Nantes,,44000,France,EMEA,Medium
10326,41,$100.00,"$4,333.29",11/09/04,Shipped,4,11,2004,Ships,122,S24_2011,Lule,,S-958 22,Sweden,EMEA,Medium
10337,29,$71.97,"$2,087.13",11/21/04,Shipped,4,11,2004,Ships,122,S24_2011,NYC,NY,10022,USA,NA,Small
10350,34,$50.33,"$1,711.22",12/02/04,Shipped,4,12,2004,Ships,122,S24_2011,Madrid,,28034,Spain,EMEA,Small
10372,37,$100.00,"$3,910.53",01/26/05,Shipped,1,1,2005,Ships,122,S24_2011,Minato-ku,Tokyo,106-0032,Japan,Japan,Medium
10384,28,$80.54,"$2,255.12",02/23/05,Shipped,1,2,2005,Ships,122,S24_2011,San Francisco,CA,,USA,NA,Small
10396,49,$100.00,"$5,720.75",03/23/05,Shipped,1,3,2005,Ships,122,S24_2011,San Rafael,CA,97562,USA,NA,Medium
10414,23,$100.00,"$3,335.23",05/06/05,On Hold,2,5,2005,Ships,122,S24_2011,Boston,MA,51003,USA,NA,Medium
10101,46,$53.76,"$2,472.96",01/09/03,Shipped,1,1,2003,Vintage Cars,44,S24_2022,Frankfurt,,60528,Germany,EMEA,Small
10110,39,$44.35,"$1,729.65",03/18/03,Shipped,1,3,2003,Vintage Cars,44,S24_2022,Manchester,,EC2 5NT,UK,EMEA,Small
10124,22,$45.25,$995.50,05/21/03,Shipped,2,5,2003,Vintage Cars,44,S24_2022,Las Vegas,NV,83030,USA,NA,Small
10149,49,$49.28,"$2,414.72",09/12/03,Shipped,3,9,2003,Vintage Cars,44,S24_2022,Brisbane,CA,94217,USA,NA,Small
10162,43,$36.29,"$1,560.47",10/18/03,Shipped,4,10,2003,Vintage Cars,44,S24_2022,San Francisco,CA,,USA,NA,Small
10173,27,$41.22,"$1,112.94",11/05/03,Shipped,4,11,2003,Vintage Cars,44,S24_2022,Bergamo,,24100,Italy,EMEA,Small
10182,31,$36.74,"$1,138.94",11/12/03,Shipped,4,11,2003,Vintage Cars,44,S24_2022,San Rafael,CA,97562,USA,NA,Small
10193,20,$50.62,"$1,012.40",11/21/03,Shipped,4,11,2003,Vintage Cars,44,S24_2022,Glen Waverly,Victoria,3150,Australia,APAC,Small
10205,24,$38.08,$913.92,12/03/03,Shipped,4,12,2003,Vintage Cars,44,S24_2022,Madrid,,28034,Spain,EMEA,Small
10214,49,$47.94,"$2,349.06",01/26/04,Shipped,1,1,2004,Vintage Cars,44,S24_2022,Madrid,,28023,Spain,EMEA,Small
10227,24,$48.38,"$1,161.12",03/02/04,Shipped,1,3,2004,Vintage Cars,44,S24_2022,Lyon,,69004,France,EMEA,Small
10244,39,$45.25,"$1,764.75",04/29/04,Shipped,2,4,2004,Vintage Cars,44,S24_2022,Madrid,,28034,Spain,EMEA,Small
10255,37,$45.70,"$1,690.90",06/04/04,Shipped,2,6,2004,Vintage Cars,44,S24_2022,Strasbourg,,67000,France,EMEA,Small
10280,45,$47.49,"$2,137.05",08/17/04,Shipped,3,8,2004,Vintage Cars,44,S24_2022,Torino,,10100,Italy,EMEA,Small
10289,45,$48.38,"$2,177.10",09/03/04,Shipped,3,9,2004,Vintage Cars,44,S24_2022,Bergen,,N 5804,Norway,EMEA,Small
10304,44,$39.42,"$1,734.48",10/11/04,Shipped,4,10,2004,Vintage Cars,44,S24_2022,Versailles,,78000,France,EMEA,Small
10312,23,$37.63,$865.49,10/21/04,Shipped,4,10,2004,Vintage Cars,44,S24_2022,San Rafael,CA,97562,USA,NA,Small
10322,30,$100.00,"$3,500.10",11/04/04,Shipped,4,11,2004,Vintage Cars,44,S24_2022,Nashua,NH,62005,USA,NA,Medium
10332,26,$85.52,"$2,223.52",11/17/04,Shipped,4,11,2004,Vintage Cars,44,S24_2022,Manchester,,EC2 5NT,UK,EMEA,Small
